Word:  nmf.py , Score:  0.413031674251 , List:  2 , Reps:  19
Word:  range_n_outliers.size , Score:  0.0742273702547 , List:  1 , Reps:  7
Word:  pca.randomizedpca , Score:  0.0737487063562 , List:  2 , Reps:  2
Word:  sklearn.gaussian_process.correlation_models.squared_exponential , Score:  0.0731217649443 , List:  1 , Reps:  2
Word:  sklearn.ball_tree.balltree , Score:  0.0729628045858 , List:  1 , Reps:  1
Word:  plot_polynomial_interpolation.py , Score:  0.0729628045858 , List:  1 , Reps:  1
Word:  sklearn.gaussian_process.regression_models.quadratic , Score:  0.0724900434329 , List:  1 , Reps:  2
Word:  np.round , Score:  0.0720954520145 , List:  2 , Reps:  9
Word:  sklearn.neighbors.radius_neighbors_graph , Score:  0.0717155771569 , List:  1 , Reps:  2
Word:  sklearn.datasets.make_sparse_uncorrelated , Score:  0.0715626654786 , List:  1 , Reps:  2
Word:  sklearn.decomposition.dict_learning , Score:  0.0714380712549 , List:  2 , Reps:  3
Word:  sklearn.svm.libsvm.cross_validation , Score:  0.0703624530596 , List:  1 , Reps:  2
Word:  arrayfuncs.min_pos , Score:  0.069922687728 , List:  1 , Reps:  1
Word:  sklearn.linear_model.least_angle , Score:  0.069922687728 , List:  1 , Reps:  1
Word:  sklearn.feature_selection.rfecv , Score:  0.0697225478911 , List:  2 , Reps:  9
Word:  sklearn.gaussian_process.correlation_models.generalized_exponential , Score:  0.0693448142757 , List:  1 , Reps:  2
Word:  sklearn.preprocessing.binarize , Score:  0.0687764141587 , List:  1 , Reps:  2
Word:  sklearn.datasets.twenty_newsgroups , Score:  0.0687764141587 , List:  1 , Reps:  1
Word:  covariance.ellipticenvelop , Score:  0.0687764141587 , List:  1 , Reps:  1
Word:  sklearn.gaussian_process.correlation_models.absolute_exponential , Score:  0.0684956941009 , List:  1 , Reps:  2
Word:  sklearn.metrics.fbeta_score , Score:  0.06821725632 , List:  1 , Reps:  2
Word:  sklearn.preprocessing.normalize , Score:  0.0674283535978 , List:  2 , Reps:  3
Word:  sklearn.svm.libsvm.decision_function , Score:  0.0673953616656 , List:  1 , Reps:  2
Word:  sklearn.datasets.load_linnerud , Score:  0.0672603008205 , List:  1 , Reps:  2
Word:  normalizer.transform , Score:  0.0669676750157 , List:  2 , Reps:  2
Word:  sklearn.cluster.mean_shift , Score:  0.066725427653 , List:  1 , Reps:  2
